gembase_name	#assembly_accession	refseq_category	taxid	species_taxid	organism_name	tax_id	genus_from_sp	order	family	order_id	family_id	lineage
GAMA.0123.01673	GCF_003315515.1	representative genome	714314	55214	Brenneria salicis ATCC 15712 = DSM 30166	714314	Brenneria	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 71655, 55214, 714314]
GAMA.0123.01681	GCF_003287735.1	representative genome	2029681	2029681	Photorhabdus bodei	2029681	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 2029681]
GAMA.0123.01682	GCF_020387775.1	representative genome	2862867	2862867	Photorhabdus antumapuensis	2862867	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 2862867]
GAMA.0123.01683	GCF_016632365.1	representative genome	2799638	2799638	Tenebrionibacter intestinalis	2799638	Tenebrionibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2969848, 2918836, 2799638]
GAMA.0123.01703	GCF_900094795.1	representative genome	1005667	1005667	Kosakonia oryziphila	1005667	Kosakonia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330547, 1005667]
GAMA.0123.01705	GCF_000711895.1	representative genome	1122960	286156	Photorhabdus australis DSM 17609	1122960	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 286156, 1122960]
GAMA.0123.01709	GCF_001684335.1	representative genome	1851568	1851568	Photorhabdus namnaonensis	1851568	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 1851568]
GAMA.0123.01715	GCF_001908105.1	representative genome	1873482	1873482	Xenorhabdus eapokensis	1873482	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 1873482]
GAMA.0123.01718	GCF_011189505.1	representative genome	1004159	1004159	Photorhabdus tasmaniensis	1004159	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 1004159]
GAMA.0123.01720	GCF_002093625.1	representative genome	1646373	1646373	Rouxiella silvae	1646373	Rouxiella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 1565532, 1646373]
GAMA.0123.01726	GCF_016893685.1	representative genome	1748967	1748967	Citrobacter cronae	1748967	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 1748967]
GAMA.0123.01732	GCF_001152565.1	representative genome	1288385	1288385	Yersinia pekkanenii	1288385	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 1288385]
GAMA.0123.01736	GCF_001267535.1	representative genome	1560201	1560201	Winslowiella iniecta	1560201	Winslowiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2997349, 1560201]
GAMA.0123.01737	GCF_902374985.1	representative genome	1485952	1485952	Phytobacter massiliensis	1485952	Phytobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 447792, 1485952]
GAMA.0123.01741	GCF_900155355.1	representative genome	290109	290109	Xenorhabdus innexi	290109	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 290109]
GAMA.0723.00003	GCF_003386665.1	representative genome	351673	351673	Xenorhabdus cabanillasii	351673	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351673]
GAMA.0723.00004	GCF_002591785.1	representative genome	82979	82979	Budvicia aquatica	82979	Budvicia	Enterobacterales	Budviciaceae	91347	1903416	[1, 131567, 2, 1224, 1236, 91347, 1903416, 82978, 82979]
GAMA.0723.00011	GCF_004346745.1	representative genome	2697027	2697027	Sodalis ligni	2697027	Sodalis	Enterobacterales	Bruguierivoracaceae	91347	2812006	[1, 131567, 2, 1224, 1236, 91347, 2812006, 84565, 2697027]
GAMA.0723.00028	GCF_901421005.1	representative genome	54291	54291	Raoultella ornithinolytica	54291	Raoultella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 160674, 54291]
GAMA.0723.00031	GCF_002632595.1	representative genome	290112	290112	Xenorhabdus szentirmaii	290112	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 290112]
GAMA.0723.00035	GCF_023702375.1	na	550	550	Enterobacter cloacae	550	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 550]
GAMA.0723.00037	GCF_900455105.1	representative genome	158850	158850	Providencia rustigianii	158850	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 158850]
GAMA.0723.00047	GCF_017875465.1	na	92490	92490	Winslowiella toletana	92490	Winslowiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2997349, 92490]
GAMA.0723.00061	GCF_900460525.1	representative genome	28152	28152	Yersinia kristensenii	28152	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 28152]
GAMA.0723.00065	GCF_024169515.1	na	68334	68334	Erwinia aphidicola	68334	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 68334]
GAMA.0723.00080	GCF_002206385.2	representative genome	618	618	Serratia odorifera	618	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 618]
GAMA.0723.00094	GCF_003610915.1	representative genome	574964	574964	Rahnella variigena	574964	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 574964]
GAMA.0723.00095	GCF_024259865.1	representative genome	2919597	2919597	Candidatus Synchoanobacter obligatus	2919597	Synchoanobacter	Candidatus Comchoanobacterales	Candidatus Comchoanobacteraceae	2975284	2975285	[1, 131567, 2, 1224, 1236, 2975284, 2975285, 2975287, 2919597]
GAMA.0723.00102	GCF_002095535.1	representative genome	55209	55209	Pantoea cypripedii	55209	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 55209]
GAMA.0723.00105	GCF_013394855.1	representative genome	2738837	2738837	Limnobaculum xujianqingii	2738837	Limnobaculum	Enterobacterales	Budviciaceae	91347	1903416	[1, 131567, 2, 1224, 1236, 91347, 1903416, 2172100, 2738837]
GAMA.0723.00108	GCF_000803315.1	representative genome	1507808	1507808	Pectobacterium actinidiae	1507808	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 1507808]
GAMA.0723.00117	GCF_018777395.1	representative genome	2812662	2812662	Candidatus Sodalis endolongispinus	2812662	Sodalis	Enterobacterales	Bruguierivoracaceae	91347	2812006	[1, 131567, 2, 1224, 1236, 91347, 2812006, 84565, 2812662]
GAMA.0723.00130	GCF_902386985.1	representative genome	472695	472695	Pantoea septica	472695	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 472695]
GAMA.0723.00137	GCF_023108895.1	representative genome	1208607	1208607	Photorhabdus noenieputensis	1208607	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 1208607]
GAMA.0723.00189	GCF_000757425.2	representative genome	642227	642227	Tatumella morbirosei	642227	Tatumella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 82986, 642227]
GAMA.0723.00234	GCF_900343025.1	representative genome	2152761	2152761	Arsenophonus endosymbiont of Aleurodicus floccissimus	2152761	Arsenophonus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 637, 2627083, 2152761]
GAMA.0723.00235	GCF_002933345.1	representative genome	2044610	2044610	Candidatus Pantoea edessiphila	2044610	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 2044610]
GAMA.0723.00236	GCF_000737905.1	representative genome	82992	82992	Buttiauxella noackiae	82992	Buttiauxella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 82976, 82992]
GAMA.0723.00237	GCF_900021175.1	representative genome	1755099	1755099	Pseudenterobacter timonensis	1755099	Pseudenterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2994443, 1755099]
GAMA.0723.00256	GCF_003610465.1	representative genome	290111	290111	Xenorhabdus ehlersii	290111	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 290111]
GAMA.0723.00260	GCF_018777385.1	representative genome	2812664	2812664	Candidatus Symbiopectobacterium endolongispinus	2812664	Symbiopectobacterium	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 191675, 84563, 801, 2812664]
GAMA.0723.00283	GCF_018597345.1	representative genome	2838947	2838947	Enterobacter quasimori	2838947	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2838947]
GAMA.0723.00301	GCF_014644275.1	representative genome	2047724	2047724	Franconibacter daqui	2047724	Franconibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1649295, 2047724]
GAMA.0723.00302	GCF_008693045.1	representative genome	41202	41202	Ewingella americana	41202	Ewingella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 41201, 41202]
GAMA.0723.00304	GCF_008692955.1	representative genome	368603	368603	Morganella psychrotolerans	368603	Morganella	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 581, 368603]
GAMA.0723.00309	GCF_023613945.1	na	1544694	1544694	Rosenbergiella epipactidis	1544694	Rosenbergiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1356488, 1544694]
GAMA.0723.00319	GCF_026154845.1	na	2703793	2703793	Serratia bockelmannii	2703793	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 2703793]
GAMA.0723.00337	GCF_008830365.1	na	28151	28151	Serratia proteamaculans	28151	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 28151]
GAMA.0723.00345	GCF_004168465.1	representative genome	357233	357233	Siccibacter turicensis	357233	Siccibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1649298, 357233]
GAMA.0723.00354	GCF_000969395.1	representative genome	470931	470931	Pantoea anthophila	470931	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 470931]
GAMA.0723.00374	GCF_016909495.1	representative genome	1465635	1465635	Pantoea coffeiphila	1465635	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1465635]
GAMA.0723.00375	GCF_020523985.1	representative genome	1529639	1529639	Mangrovibacter yixingensis	1529639	Mangrovibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 451512, 1529639]
GAMA.0723.00391	GCF_001083805.1	representative genome	171439	29488	Photorhabdus luminescens subsp. luminescens	171439	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 29488, 171439]
GAMA.0723.00393	GCF_026344075.1	representative genome	2994648	2994648	Enterobacter nematophilus	2994648	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2994648]
GAMA.0723.00398	GCF_013753875.1	representative genome	2518128	2518128	Candidatus Pantoea persica	2518128	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 2518128]
GAMA.0723.00401	GCF_003207695.1	representative genome	357240	357240	Franconibacter helveticus	357240	Franconibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1649295, 357240]
GAMA.0723.00406	GCF_003710245.1	representative genome	221276	221276	[Curtobacterium] plantarum	221276	Curtobacterium	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 221276]
GAMA.0723.00415	GCF_025527015.1	representative genome	2978220	2978220	Winslowiella arboricola	2978220	Winslowiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2997349, 2978220]
GAMA.0723.00423	GCF_902170945.1	representative genome	2890316	2890316	Yersinia proxima	2890316	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 2890316]
GAMA.0723.00428	GCF_001050515.1	representative genome	1161919	665097	Erwinia piriflorinigrans CFBP 5888	1161919	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 665097, 1161919]
GAMA.0723.00434	GCF_026241935.1	na	580	580	Kluyvera cryocrescens	580	Kluyvera	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 579, 580]
GAMA.0723.00448	GCF_024764775.1	representative genome	2926520	2926520	Scandinavium manionii	2926520	Scandinavium	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2726810, 2926520]
GAMA.0723.00454	GCF_024764795.1	representative genome	2926519	2926519	Scandinavium hiltneri	2926519	Scandinavium	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2726810, 2926519]
GAMA.0723.00456	GCF_024023655.1	representative genome	2894201	2894201	Citrobacter meridianamericanus	2894201	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 2894201]
GAMA.0723.00470	GCF_003964805.1	representative genome	2497436	2497436	Enterobacter quasiroggenkampii	2497436	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2497436]
GAMA.0723.00471	GCF_902726525.1	representative genome	2890315	2890315	Yersinia artesiana	2890315	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 2890315]
GAMA.0723.00473	GCF_011808225.1	representative genome	2552946	2552946	Cedecea colo	2552946	Cedecea	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 158483, 2552946]
GAMA.0723.00476	GCF_008364255.1	na	2703794	2703794	Serratia nevei	2703794	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 2703794]
GAMA.0723.00478	GCF_024764965.1	representative genome	2926521	2926521	Scandinavium tedordense	2926521	Scandinavium	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2726810, 2926521]
GAMA.0723.00480	GCF_025566025.1	representative genome	2926467	2926467	Leclercia tamurae	2926467	Leclercia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 83654, 2926467]
GAMA.0723.00491	GCF_003144555.1	na	2050967	2050967	Proteus faecis	2050967	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 2050967]
GAMA.0723.00495	GCF_004343195.1	representative genome	466109	466109	Biostraticola tofi	466109	Biostraticola	Enterobacterales	Bruguierivoracaceae	91347	2812006	[1, 131567, 2, 1224, 1236, 91347, 2812006, 466108, 466109]
GAMA.0723.00502	GCF_001655675.1	representative genome	1691903	1691903	Mangrovibacter phragmitis	1691903	Mangrovibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 451512, 1691903]
GAMA.0723.00508	GCF_012933545.1	representative genome	2703884	2703884	Rouxiella aceris	2703884	Rouxiella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 1565532, 2703884]
GAMA.0723.00515	GCF_002811195.1	representative genome	1076549	1076549	Pantoea rodasii	1076549	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1076549]
GAMA.0723.00517	GCF_002858935.1	representative genome	92488	92488	Pantoea endophytica	92488	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 92488]
GAMA.0723.00520	GCF_019132875.1	representative genome	2853256	2853256	Erwinia phyllosphaerae	2853256	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 2853256]
GAMA.0723.00527	GCF_004331265.1	na	2529381	2529381	Enterobacter wuhouensis	2529381	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2529381]
GAMA.0723.00533	GCF_023347585.1	representative genome	2914984	2914984	Brenneria tiliae	2914984	Brenneria	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 71655, 2914984]
GAMA.0723.00537	GCF_016771845.1	representative genome	2080838	2080838	Lelliottia aquatilis	2080838	Lelliottia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330545, 2080838]
GAMA.0723.00538	GCF_001039065.1	representative genome	2066479	2066479	Pectobacterium peruviense	2066479	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 2066479]
GAMA.0723.00555	GCF_018494035.1	representative genome	1544696	1544696	Rosenbergiella australiborealis	1544696	Rosenbergiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1356488, 1544696]
GAMA.0723.00557	GCF_008364625.1	representative genome	2797506	2797506	Enterobacter dykesii	2797506	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2797506]
GAMA.0723.00560	GCF_025564085.1	representative genome	2926470	2926470	Silvania confinis	2926470	Silvania	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 3016631, 2926470]
GAMA.0723.00562	GCF_025215115.1	representative genome	2925397	2925397	Dryocola boscaweniae	2925397	Dryocola	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 3021684, 2925397]
GAMA.0723.00563	GCF_022171985.1	representative genome	2899785	2899785	Huaxiibacter chinensis	2899785	Huaxiibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2976153, 2899785]
GAMA.0723.00567	GCF_020531725.1	na	634	634	Yersinia bercovieri	634	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 634]
GAMA.0723.00571	GCF_014946725.1	na	2758443	2758443	Mixta mediterraneensis	2758443	Mixta	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2100764, 2758443]
GAMA.0723.00585	GCF_000749845.1	representative genome	55207	55207	Pectobacterium betavasculorum	55207	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 55207]
GAMA.0723.00590	GCF_003144405.1	representative genome	2050966	2050966	Proteus cibi	2050966	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 2050966]
GAMA.0723.00593	GCF_003594915.1	na	2497875	2497875	Enterobacter chuandaensis	2497875	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 2497875]
GAMA.0723.00602	GCF_003115815.1	representative genome	1508507	1509241	Brenneria roseae subsp. americana	1508507	Brenneria	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 71655, 1509241, 1508507]
GAMA.0723.00603	GCF_000735425.1	representative genome	1005999	82981	Leminorella grimontii ATCC 33999 = DSM 5078	1005999	Leminorella	Enterobacterales	Budviciaceae	91347	1903416	[1, 131567, 2, 1224, 1236, 91347, 1903416, 82980, 82981, 1005999]
GAMA.0723.00615	GCF_901563875.1	representative genome	2587528	2587528	Klebsiella spallanzanii	2587528	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 2587528]
GAMA.0723.00625	GCF_002895925.1	representative genome	1458355	1458355	Mixta theicola	1458355	Mixta	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2100764, 1458355]
GAMA.0723.00628	GCF_001654925.1	representative genome	1354251	82988	Buttiauxella brennerae ATCC 51605	1354251	Buttiauxella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 82976, 82988, 1354251]
GAMA.0723.00638	GCF_009800925.1	representative genome	1119056	1119056	Budvicia diplopodorum	1119056	Budvicia	Enterobacterales	Budviciaceae	91347	1903416	[1, 131567, 2, 1224, 1236, 91347, 1903416, 82978, 1119056]
GAMA.0723.00658	GCF_004331385.1	representative genome	2529382	2529382	Enterobacter quasihormaechei	2529382	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2529382]
GAMA.0723.00661	GCF_025564065.1	representative genome	2926469	2926469	Silvania hatchlandensis	2926469	Silvania	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 3016631, 2926469]
GAMA.0723.00663	GCF_003614975.1	representative genome	1510573	1510573	Rahnella bruchi	1510573	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 1510573]
GAMA.0723.00665	GCF_019049675.1	representative genome	2816248	2816248	Rahnella bonaserana	2816248	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 2816248]
GAMA.0723.00689	GCF_902709585.1	na	1499973	1499973	Escherichia marmotae	1499973	Escherichia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 561, 1499973]
GAMA.0723.00702	GCF_001123825.1	representative genome	2890319	2890319	Yersinia thracica	2890319	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 2890319]
GAMA.0723.00722	GCF_014855505.1	representative genome	2884250	2884250	Musicola keenii	2884250	Musicola	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 2884243, 2884250]
GAMA.0723.00739	GCF_018494065.1	representative genome	2726987	2726987	Rosenbergiella gaditana	2726987	Rosenbergiella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 1356488, 2726987]
GAMA.0723.00740	GCF_001654835.1	representative genome	1354253	82990	Buttiauxella gaviniae ATCC 51604	1354253	Buttiauxella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 82976, 82990, 1354253]
GAMA.0723.00747	GCF_019049655.1	representative genome	2816249	2816249	Rahnella rivi	2816249	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 2816249]
GAMA.0723.00749	GCF_002077695.1	representative genome	1964541	1964541	Pantoea latae	1964541	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1964541]
GAMA.0723.00750	GCF_002858675.1	representative genome	2060067	2060067	Chimaeribacter californicus	2060067	Chimaeribacter	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 2716544, 2060067]
GAMA.0723.00756	GCF_000784735.1	representative genome	1577887	1577887	Dickeya undicola	1577887	Dickeya	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 204037, 1577887]
GAMA.0723.00757	GCF_002858825.1	representative genome	2060066	2060066	Chimaeribacter arupi	2060066	Chimaeribacter	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 2716544, 2060066]
GAMA.0723.00763	GCF_000439375.1	representative genome	480813	480813	Tatumella saanichensis	480813	Tatumella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 82986, 480813]
GAMA.0723.00772	GCF_004331415.1	representative genome	2529380	2529380	Kosakonia quasisacchari	2529380	Kosakonia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330547, 2529380]
GAMA.0723.00775	GCF_025215155.1	representative genome	2925396	2925396	Dryocola clanedunensis	2925396	Dryocola	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 3021684, 2925396]
GAMA.0723.00776	GCF_009295665.1	representative genome	2653932	2653932	Citrobacter telavivensis	2653932	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 2653932]
GAMA.0723.00777	GCF_024733345.1	na	2608867	2608867	Escherichia ruysiae	2608867	Escherichia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 561, 2608867]
GAMA.0723.00787	GCF_005860775.1	representative genome	2582917	2582917	Klebsiella indica	2582917	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 2582917]
GAMA.0723.00801	GCF_002915575.1	representative genome	2022662	2022662	Superficieibacter electus	2022662	Superficieibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2303321, 2022662]
GAMA.0723.00805	GCF_003934295.1	representative genome	2259638	2259638	Dickeya lacustris	2259638	Dickeya	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 204037, 2259638]
